Uniprot_A	Uniprot_B	Alt_A	Alt_B	Gene_A	Gene_B	pmid:method:quality
P0CG48	P60484	7316	5728	UBC	PTEN	18716620:0808:LC|18716620:0006:LC|18716620:0007:LC|24798731:0004:LC|24798731:0090:LC
P0CG48	P61077	7316	7323	UBC	UBE2D3	20133640:0808:LC|24446487:0077:LC|24446487:0114:LC|22551455:0114:LC|20133640:0071:LC|16543155:0114:LC|21900206:0018:HT
P0CG48	P61086	7316	3093	UBC	UBE2K	21281599:0415:LC|25799589:0415:LC|22496338:0415:LC|24912152:0415:LC|16007098:0096:LC|18264111:0808:LC|24882218:0415:LC|21281599:0114:LC|9857030:0415:LC|16007098:0107:LC|21281599:0096:LC|PDB_3K9O:0114:LC|23105008:0415:LC|20826778:0114:LC|16868077:0415:LC
P0CG48	P61088	7316	7334	UBC	UBE2N	12569095:0114:LC|22367539:0114:LC|26148049:0114:LC|14517261:0415:LC|14517261:0096:LC|20613989:0415:LC
P0CG48	P62837	7316	7322	UBC	UBE2D2	22325355:0114:LC|22496338:0415:LC|22902369:0226:LC|18264111:0808:LC|20152160:0114:LC|22902369:0071:LC|22902369:0114:LC|22902369:0077:LC|25801170:0096:LC|22325355:0415:LC|18264111:0004:LC|23955022:0114:LC|22902369:0808:LC|25801170:0114:LC|20152160:0226:LC|20152160:0808:LC|20152160:0077:LC
P0CG48	P63146	7316	7320	UBC	UBE2B	21422291:0077:LC|10388568:0077:LC|21422291:0808:LC
P0CG48	P68036	7316	7332	UBC	UBE2L3	21532592:0808:LC|18264111:0808:LC
P0CG48	P78317	7316	6047	UBC	RNF4	26148049:0415:LC|24714598:0415:LC
P0CG48	Q00987	7316	4193	UBC	MDM2	17170710:0415:LC|22056774:0808:LC|24143256:0415:LC|17170710:0004:LC
P0CG48	Q01804	7316	54726	UBC	OTUD4	25944111:0415:LC|23827681:0415:LC
P0CG48	Q05086	7316	7337	UBC	UBE3A	23439649:0415:LC|21532592:0808:LC|9575161:0415:LC
P0CG48	Q12834	7316	991	UBC	CDC20	25306918:0415:LC|26811472:0415:LC
P0CG48	Q12933	7316	7186	UBC	TRAF2	20577214:0004:LC|22184250:0415:LC|22184250:0004:LC|15327770:0415:LC|20577214:0808:LC
P0CG48	Q13107	7316	7375	UBC	USP4	20595234:0415:LC|22195557:0415:LC
P0CG48	Q13137	7316	10241	UBC	CALCOCO2	25416956:1356:HT|26506893:0114:LC|25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|26506893:0096:LC|26506893:0428:LC|26506893:0004:LC
P0CG48	Q13191	7316	868	UBC	CBLB	22158902:0808:LC|14661060:0415:LC
P0CG48	Q13489	7316	330	UBC	BIRC3	22902369:0107:LC|25494483:0415:LC
P0CG48	Q13501	7316	8878	UBC	SQSTM1	18083707:0004:LC|8702753:0004:LC|8702753:0018:LC|18083707:0114:LC|18083707:0096:LC|18083707:0686:LC|21900206:0018:HT|25723488:0114:LC|8702753:0096:LC|16007098:0107:LC
P0CG48	Q13616	7316	8454	UBC	CUL1	27001857:0415:LC|18264111:0808:LC|16874460:0415:LC
P0CG48	Q14596	7316	4077	UBC	NBR1	19427866:0096:LC|24692539:0096:LC|19427866:0416:LC|24692539:0114:LC
P0CG48	Q15040	7316	9929	UBC	JOSD1	21118805:0415:LC|19382171:0096:LC|19382171:0114:LC|23625928:0415:LC
P0CG48	Q15386	7316	9690	UBC	UBE3C	14517261:0415:LC|25723849:0415:LC|16601690:0415:LC|25752577:0415:LC|26389696:0415:LC
P0CG48	Q15819	7316	7336	UBC	UBE2V2	12569095:0114:LC|17218787:0114:LC|12834344:0114:LC|16518696:0114:LC|12834344:0096:LC
P0CG48	Q15843	7316	4738	UBC	NEDD8	23105008:0114:LC|19782077:0415:LC|23105008:0096:LC
P0CG48	Q16186	7316	11047	UBC	ADRM1	18497817:0077:LC|18497817:0018:LC|18497827:0077:LC|18497817:0017:LC|18497827:0114:LC
P0CG48	Q16763	7316	27338	UBC	UBE2S	20622874:0415:LC|25306918:0415:LC|20622874:0096:LC|21376237:0096:LC|21376237:0114:LC
P0CG48	Q5JPT6	7316		UBC	Q5JPT6	19111555:0077:LC|18680311:0096:LC|18680311:0077:LC
P0CG48	Q5T2D3	7316	23252	UBC	OTUD3	27066941:0415:LC|23827681:0415:LC
P0CG48	Q5VVQ6	7316	55432	UBC	YOD1	23827681:0114:LC|19818707:0415:LC|27066941:0415:LC|23827681:0415:LC|19818707:0096:LC
P0CG48	Q6GQQ9	7316	56957	UBC	OTUD7B	12682062:0018:LC|20622874:0415:LC|23827681:0415:LC|25723849:0415:LC|25752577:0415:LC|12682062:0493:LC
P0CG48	Q6PIL8	7316		UBC	IGK@	18724939:0114:LC
P0CG48	Q7L7L0	7316	92815	UBC	HIST3H2A	20080676:0808:LC|21706008:0808:LC
P0CG48	Q7Z4P6	7316		UBC	Q7Z4P6	25414354:0096:LC|25799058:0096:LC|25799058:0114:LC|25414354:0114:LC
P0CG48	Q86VN1	7316	51028	UBC	VPS36	17057716:0107:LC|17057716:0114:LC|17057716:0096:LC
P0CG48	Q8TAC2	7316	126119	UBC	JOSD2	21118805:0415:LC|23625928:0415:LC
P0CG48	Q92783	7316	8027	UBC	STAM	20150893:0114:LC|19111546:0114:LC|12750381:0107:LC|23035694:0114:LC|12750381:0077:LC|19111546:0077:LC
P0CG48	Q93009	7316	7874	UBC	USP7	14506283:0415:LC|20622874:0415:LC|22195557:0415:LC|14506283:0096:LC|12507430:0114:LC
P0CG48	Q969T4	7316	10477	UBC	UBE2E3	22496338:0415:LC|19549727:0018:HT
P0CG48	Q96B97	7316	30011	UBC	SH3KBP1	19111555:0077:LC|24039852:0096:LC|18680311:0096:LC|19111555:0114:LC|24039852:0114:LC|18680311:0077:LC|18680311:0114:LC
P0CG48	Q96BN8	7316	90268	UBC	OTULIN	23746843:0114:LC|25527291:0415:LC|24726327:0415:LC|23746843:0415:LC|23708998:0114:LC|23827681:0415:LC
P0CG48	Q96CV9	7316	10133	UBC	OPTN	18212736:0018:LC|23414517:0399:HT
P0CG48	Q96DC9	7316	78990	UBC	OTUB2	23827681:0415:LC|25590432:0415:LC|18954305:0415:LC|25590432:0114:LC
P0CG48	Q96EP0	7316	55072	UBC	RNF31	21455181:0096:LC|21455181:0065:LC|21455180:0415:LC|17006537:0415:LC|26789245:0415:LC|26789245:0114:LC|25494483:0415:LC
P0CG48	Q96FA3	7316	57162	UBC	PELI1	21204785:0415:LC|19264966:0415:LC
P0CG48	Q96FW1	7316	55611	UBC	OTUB1	19211026:0415:LC|23287719:0114:LC|23287719:0686:LC|23827681:0415:LC|25590432:0415:LC|25723849:0415:LC|18954305:0415:LC|23287719:0096:LC|26752685:0415:LC|20622874:0415:LC|23955022:0415:LC|22325355:0114:LC|25872870:0415:LC|22325355:0096:LC|23201676:0055:LC|26752685:0004:LC|25752577:0415:LC|25872870:0096:LC|25527291:0415:LC|24071738:0415:LC|27066941:0415:LC|23955022:0998:LC|23955022:0435:LC|23562397:0415:LC
P0CG48	Q96G74	7316	55593	UBC	OTUD5	22245969:0998:LC|22245969:0114:LC|23827681:0415:LC|22245969:0077:LC|22245969:0990:LC|22245969:0415:LC|22245969:0071:LC
P0CG48	Q96J02	7316	83737	UBC	ITCH	22496338:0415:LC|25723849:0415:LC|26949039:0114:LC|23644597:0415:LC
P0CG48	Q96JH7	7316	80124	UBC	VCPIP1	23827681:0415:LC|23500464:0415:LC
P0CG48	Q96PM5	7316	25898	UBC	RCHY1	20452352:0415:LC|19043414:0808:LC
P0CG48	Q96PU5	7316	23327	UBC	NEDD4L	25752577:0415:LC|22496338:0415:LC|23644597:0415:LC|20064473:0114:LC
P0CG48	Q96Q27	7316	51676	UBC	ASB2	21737450:0004:LC|21737450:0415:LC|18799729:0415:LC|18799729:0004:LC|19300455:0415:LC
P0CG48	Q96RL1	7316	51720	UBC	UIMC1	24627472:0114:LC|19536136:0096:LC|23562397:0077:LC|23823328:0096:LC|22350954:0686:LC|23823328:0077:LC|22350954:0114:LC|PDB_2RR9:0114:LC|22350954:0096:LC|23562397:0096:LC|19536136:0114:LC
P0CG48	Q96RU2	7316	57646	UBC	USP28	22626734:0415:HT|26268556:0114:LC|25359778:0415:LC|26268556:0415:LC|26268556:0096:LC
P0CG48	Q96S82	7316	84993	UBC	UBL7	16731964:0114:LC
P0CG48	Q99816	7316	7251	UBC	TSG101	12006492:0096:LC|15053872:0114:LC|12006492:0114:LC
P0CG48	Q99942	7316	6048	UBC	RNF5	12861019:0415:LC|20152160:0096:LC|17206147:0808:LC|20152160:0808:LC
P0CG48	Q9BXM7	7316	65018	UBC	PINK1	24751536:0004:LC|24751536:0415:LC|24784582:0415:LC|25474007:0415:LC|26162776:0415:LC|25847540:0415:LC
P0CG48	Q9BYM8	7316	10616	UBC	RBCK1	23986494:0096:LC|21455181:0096:LC|21455181:0065:LC|17006537:0415:LC|22139374:0096:LC|23986494:0415:LC|22139374:0114:LC
P0CG48	Q9H0F5	7316	152006	UBC	RNF38	25801170:0114:LC|25801170:0415:LC|25801170:0096:LC
P0CG48	Q9HAU4	7316	64750	UBC	SMURF2	23644597:0415:LC|25723849:0415:LC
P0CG48	Q9NQC7	7316	1540	UBC	CYLD	17851586:0415:LC|17851586:0004:LC|19373254:0415:LC|20622874:0415:LC
P0CG48	Q9NYG5	7316	51529	UBC	ANAPC11	25306923:0114:LC|19475398:0415:LC
P0CG48	Q9NYJ8	7316	23118	UBC	TAB2	19927120:0114:LC|19935683:0096:LC|19935683:0114:LC
P0CG48	Q9NZ52	7316	23163	UBC	GGA3	16135791:0018:LC|15701688:0096:LC|15966896:0004:LC|15966896:0114:LC|15966896:0096:LC|15701688:0114:LC
P0CG48	Q9UGI0	7316	54764	UBC	ZRANB1	25752577:0096:LC|19373254:0415:LC|19373254:0004:LC|18281465:0004:LC|20622874:0415:LC|25752573:0114:LC|23827681:0415:LC|22157957:0114:LC|19373254:0096:LC|22157957:0415:LC|25527291:0415:LC|25752577:0114:LC|25752577:0415:LC|18281465:0415:LC|25752573:0096:LC|18281465:0096:LC
P0CG48	Q9UHP3	7316	29761	UBC	USP25	18538659:0096:LC|22195557:0415:LC|18538659:0415:LC
P0CG48	Q9UK80	7316	27005	UBC	USP21	22298430:0415:LC|25527291:0415:LC|22626734:0415:HT|21399617:0096:LC|23287719:0114:LC|20622874:0415:LC|23287719:0686:LC|23201676:0055:LC|21399617:0415:LC|22195557:0415:LC|21399617:0114:LC
P0CG48	Q9UKV5	7316	267	UBC	AMFR	18216283:0415:LC|12847084:0415:LC|23246001:0096:LC|23246001:0114:LC|23123110:0065:LC|23123110:0077:LC|23123110:0071:LC|23123110:0096:LC|23123110:0114:LC|16868077:0415:LC
P0CG48	Q9UMX0	7316	29979	UBC	UBQLN1	18241885:0114:LC|25416956:0018:HT|15147878:0018:LC|16007098:0096:LC|15147878:0004:LC|25416956:1112:HT|25416956:0397:HT|23823328:0096:LC|16007098:0004:LC|15147878:0096:LC|19798103:0107:LC|25416956:1356:HT|16007098:0107:LC|23823328:0077:LC|16007098:0077:LC
P0CG48	Q9UNA4	7316	11201	UBC	POLI	20159559:0114:LC|16763556:0096:LC|23248005:0047:LC|16763556:0018:LC|PDB_2KHW:0114:LC|16763556:0004:LC
P0CG48	Q9UNE7	7316	10273	UBC	STUB1	16307917:0415:LC|18042044:0415:LC|18042044:0096:LC
P0CG48	Q9Y239	7316	10392	UBC	NOD1	25127239:0114:LC|23300079:0096:LC|23300079:0114:LC
P0CG48	Q9Y253	7316	5429	UBC	POLH	17304240:0077:LC|16763556:0096:LC|16357261:0004:LC|21791603:0415:LC|16763556:0018:LC|16357261:0018:LC|16357261:0096:LC|16763556:0004:LC
P0CG48	Q9Y263	7316	9373	UBC	PLAA	19423704:0004:LC|19423704:0114:LC|19423704:0096:LC
P0CG48	Q9Y3C5	7316	26994	UBC	RNF11	14755250:0018:LC|15231748:0018:HT
P0CG48	Q9Y4E8	7316	9958	UBC	USP15	25527291:0415:LC|22626734:0415:HT|19373254:0415:LC|20622874:0415:LC|24850914:0415:LC
P0CG48	Q9Y4K3	7316	7189	UBC	TRAF6	19675569:0006:LC|19675569:0808:LC|15327770:0415:LC|19465916:0018:LC|25494483:0415:LC|19675569:0096:LC|15125833:0415:LC
P0CG48	Q9Y4L5	7316	27246	UBC	RNF115	18819927:0090:LC|18819927:0018:LC|17462600:0415:LC|17462600:0096:LC|18819927:0096:LC
P0CG48	Q9Y5K5	7316	51377	UBC	UCHL5	27066941:0415:LC|22284438:0415:LC
P0CG48	Q9Y6K9	7316	8517	UBC	IKBKG	21455180:0096:LC|21455180:0007:LC|19303852:0096:LC|19033441:0004:LC|19185524:0114:LC|19033441:0686:LC|19185524:0096:LC|21455180:0808:LC|18212736:0018:LC|19303852:0114:LC|18212736:0004:LC|19033441:0114:LC
P0CG48	V9HW41	7316		UBC	HEL-S-71	12569095:0114:LC|22367539:0415:LC|11504715:0096:LC|23105008:0415:LC|14517261:0415:LC|22325355:0415:LC|12847084:0415:LC|11504715:0415:LC|17964296:0415:LC|20613989:0415:LC
P0CG48	V9HW74	7316		UBC	HEL-117	20622874:0415:LC|20439756:0114:LC|27066941:0415:LC|22284438:0415:LC|9521656:0415:LC|16169070:0018:HT|20439756:0096:LC
P0CL82	Q96IK5	26748	64395	GAGE12I	GMCL1	23029259:0018:LC|23029259:0004:LC|25416956:0018:HT
P0DJI8	P0DJI8	6288	6288	SAA1	SAA1	24706838:0114:LC
P0DMV8	Q9UNE7	3303	10273	HSPA1A	STUB1	20618441:0071:LC|16275660:0096:LC|16275660:0018:LC|16275660:0049:LC
P0DMV9	P27695	3304	328	HSPA1B	APEX1	11133992:0492:LC|10629618:0492:LC|11133992:0493:LC|10629618:0493:LC
P0DMV9	Q00597	3304	2176	HSPA1B	FANCC	11500375:0492:LC|12397061:0492:LC|14499622:0018:LC|12397061:0493:LC|12397061:0004:LC|11500375:0493:LC
P0DMV9	Q00613	3304	3297	HSPA1B	HSF1	9699716:0492:LC|1628823:0492:LC|9699716:0004:LC
P0DMV9	Q96EY1	3304	9093	HSPA1B	DNAJA3	11679576:0493:LC|14993262:0493:LC
P0DMV9	Q99933	3304	573	HSPA1B	BAG1	11231577:0492:LC|11101523:0493:LC|11101523:0492:LC|11231577:0018:LC|9305631:0493:LC|9305631:0492:LC|11741305:0493:LC|11741305:0492:LC
P0DMV9	Q9NZL4	3304	23640	HSPA1B	HSPBP1	9830037:0492:LC|9830037:0018:LC|16713569:0018:HT
P0DMV9	Q9UNE7	3304	10273	HSPA1B	STUB1	16275660:0492:LC|10330192:0004:LC|15189447:0492:LC|16275660:0018:LC|10330192:0492:LC|10330192:0018:LC|10330192:0493:LC|16275660:0493:LC|15189447:0018:LC|15189447:0493:LC|10330192:0096:LC|16275660:0096:LC|16275660:0686:LC
P0DMV9	V9HW22	3304		HSPA1B	HEL-S-72P	9305631:0492:LC|11741305:0492:LC
P0DMV9	V9HW72	3304		HSPA1B	HEL-S-94N	10786835:0493:LC|12161444:0492:LC|12161444:0493:LC|10786835:0492:LC
P10082	P25929	5697	4886	PYY	NPY1R	23597562:0099:LC|12665544:0493:LC
P10082	P49146	5697	4887	PYY	NPY2R	11408607:0492:LC|23597562:0099:LC
P10114	P10114	5911	5911	RAP2A	RAP2A	10224125:0492:LC|10591105:0114:LC
P10114	Q8N4Y1	5911		RAP2A	Q8N4Y1	11786539:0018:LC|10085114:0493:LC|10085114:0492:LC|10085114:0004:LC|10085114:0018:LC|10085114:0096:LC
P10114	Q8TEU7	5911	51735	RAP2A	RAPGEF6	12581858:0492:LC|11524421:0493:LC|12581858:0493:LC|11524421:0415:LC|11524421:0492:LC
P10124	Q67BC3	5552		SRGN	Q67BC3	12388539:0492:LC|12388539:0096:LC|10228010:0492:LC
P10144	P10144	3002	3002	GZMB	GZMB	11209755:0492:LC|11209755:0114:LC
P10144	P42574	3002	836	GZMB	CASP3	8755496:0435:LC|15569669:0435:LC|16415351:0435:LC|12745270:0435:LC|8700869:0435:LC|19103589:0435:LC|17179148:0435:LC|11696597:0435:LC|17283187:0435:LC|16495481:0435:LC
P10144	P50453	3002	5272	GZMB	SERPINB9	9774654:0808:LC|16405655:0808:LC|11485349:0808:LC|9182575:0808:LC|17116752:0807:LC|11278311:0808:LC|15494398:0808:LC
P10144	P55210	3002	840	GZMB	CASP7	19103589:0435:LC|15650747:0435:LC|17283187:0435:LC|15569669:0435:LC
P10144	P55957	3002	637	GZMB	BID	15014070:0435:LC|15569669:0435:LC|12808108:0435:LC|16415351:0435:LC|19103589:0435:LC|11696597:0435:LC|17179148:0435:LC|17283187:0435:LC|10805722:0435:LC
P10144	Q14790	3002	841	GZMB	CASP8	19103589:0435:LC|17283187:0435:LC|15569669:0435:LC
P10144	Q15185	3002	10728	GZMB	PTGES3	19103589:0435:LC|17283187:0435:LC
P10144	Q92851	3002	843	GZMB	CASP10	8755496:0435:LC|15569669:0435:LC
P10144	Q9Y5K6	3002	23607	GZMB	CD2AP	19103589:0435:LC|17283187:0435:LC
P10145	P10145	3576	3576	CXCL8	CXCL8	2184886:0096:LC|1988949:0114:LC|10368283:0492:LC|8195702:0030:LC|10707023:0114:LC|2681204:0114:LC|2184886:0077:LC|2184886:0114:LC|2184886:0492:LC|10368283:0114:LC|1988949:0492:LC|2681204:0492:LC|9141135:0492:LC|20047188:0114:LC|9141135:0114:LC|10707023:0492:LC
P10145	P14780	3576	4318	CXCL8	MMP9	11023497:0492:LC|18660381:0435:LC|17375198:0435:LC
P10145	P25024	3576	3577	CXCL8	CXCR1	8702798:0405:LC|8245475:0405:LC|9485196:0405:LC|1840701:0493:LC|10368283:0077:LC|1840701:0492:LC|1840701:0024:LC|10368283:0114:LC|8662882:0405:LC|1840701:0440:LC|12628493:0405:LC
P10145	P25025	3576	3579	CXCL8	CXCR2	9464567:0065:LC|9485196:0405:LC|8702798:0405:LC|7592830:0405:LC|8702798:0492:LC|23597562:0099:LC|9464567:0492:LC|12628493:0405:LC|8662882:0405:LC|8702798:0493:LC|9464567:0096:LC|9126332:0405:LC|8245475:0405:LC|9464567:0493:LC|19190236:0405:LC|8702798:0024:LC
P10145	Q16570	3576	2532	CXCL8	ACKR1	9195930:0405:LC|7592830:0401:LC|15720550:0440:LC|7592830:0405:LC|9195930:0401:LC|8132497:0405:LC
P10145	Q53PC4	3576		CXCL8	IL8RB	9464567:0493:LC|9464567:0492:LC|9464567:0096:LC|8702798:0493:LC|8626516:0492:LC|8702798:0492:LC|8626516:0493:LC
P10145	Q5Y7A1	3576		CXCL8	FY	17416748:0493:LC|9921412:0492:LC|17416748:0492:LC|9921412:0493:LC
P10147	P10147	6348	6348	CCL3	CCL3	20959807:0826:LC|25636406:0114:LC|20959807:0114:LC|20959807:0071:LC|10347159:0114:LC|PDB_3KBX:0114:LC|27091995:0114:LC|8460127:0492:LC
P10147	P14735	6348	3416	CCL3	IDE	PDB_3H44:0114:LC|20959807:0435:LC|20959807:0405:LC|20959807:0114:LC
P10147	P32246	6348	1230	CCL3	CCR1	10660125:0492:LC|10202040:0493:LC|9115216:0401:LC|9115216:0405:LC|8530354:0405:LC|10202040:0492:LC|10660125:0024:LC|7545673:0492:LC|8530354:0045:LC|7545673:0401:LC|12381680:0099:LC|7545673:0493:LC|7545673:0405:LC|10660125:0493:LC|12381680:0405:LC
P10147	P51681	6348	1234	CCL3	CCR5	11700073:0493:LC|11700073:0096:LC|10477718:0401:LC|10477718:0492:LC|10477718:0493:LC|10477718:0405:LC|11700073:0024:LC|11700073:0492:LC
P10153	P13489	6036	6050	RNASE2	RNH1	15755456:0114:LC
P10242	P63279	4602	7329	MYB	UBE2I	11779867:0492:LC|11779867:0018:LC|22910413:0415:LC
P10242	Q09472	4602	2033	MYB	EP300	10656693:0415:LC|15691758:0019:LC|15691758:0004:LC|10656693:0493:LC|10656693:0492:LC
P10242	Q7KZF4	4602	27044	MYB	SND1	8756344:0096:LC|9809063:0492:LC|8756344:0018:LC|8756344:0024:LC|8756344:0492:LC|9809063:0018:LC
P10242	Q92793	4602	1387	MYB	CREBBP	16799563:0096:LC|12196545:0096:LC|11073948:0415:LC|11073948:0096:LC|12196545:0492:LC|16799563:0114:LC|12196545:0114:LC
P10242	Q9BQG0	4602	10514	MYB	MYBBP1A	8302594:0493:LC|8302594:0492:LC|9447996:0024:LC|9447996:0492:LC|9447996:0493:LC
P10242	Q9UBE8	4602	51701	MYB	NLK	16055500:0415:LC|15082531:0004:LC|15082531:0415:LC|16055500:0004:LC|15308626:0018:LC|15082531:0492:LC|15082531:0018:LC|15082531:0493:LC|15308626:0492:LC|15082531:0019:LC|15308626:0493:LC|16055500:0096:LC
P10244	P24864	4605	898	MYBL2	CCNE1	9012818:0492:LC|10593981:0415:LC|9012818:0493:LC
P10244	P24941	4605	1017	MYBL2	CDK2	10593981:0415:LC|11264176:0415:LC|10095772:0415:LC|9840932:0493:LC|9840932:0492:LC|10095772:0492:LC|10095772:0493:LC|10593981:0493:LC|10593981:0492:LC
P10244	P28749	4605	5933	MYBL2	RBL1	12439743:0493:LC|12439743:0096:LC|12947099:0004:LC|12947099:0493:LC|12439743:0492:LC|12439743:0004:LC|12947099:0492:LC
P10244	P78396	4605	8900	MYBL2	CCNA1	10593981:0415:LC|11264176:0004:LC|11264176:0096:LC|11264176:0024:LC|11264176:0493:LC|11264176:0492:LC
P10244	Q5TKA1	4605	286826	MYBL2	LIN9	17159899:0006:LC|17159899:0493:LC|17159899:0004:LC|17159899:0007:LC|17098733:0019:LC
P10275	P10275	367	367	AR	AR	15305378:0018:LC|22897611:0114:LC|9417052:0018:LC|14966121:0492:LC|9417052:0493:LC|17591767:0114:LC|15305378:0492:LC|12682292:0018:LC|15525515:0114:LC|15062556:0018:LC|15062556:0493:LC|9111344:0492:LC|9417052:0492:LC|15525515:0686:LC|25908644:0018:LC|15305378:0493:LC|15062556:0492:LC|15256534:0018:LC|14966121:0018:LC|11504717:0018:LC|9111344:0493:LC|9111344:0018:LC|14966121:0493:LC
P10275	P12235	367	291	AR	SLC25A4	16120611:0728:LC|12039962:0493:LC|12039962:0492:LC|12039962:0024:LC|12039962:0018:LC
P10275	P12931	367	6714	AR	SRC	24728074:0053:HT|15027889:0018:LC|15062576:0018:LC
P10275	P14859	367	5451	AR	POU2F1	11096094:0492:LC|10480874:0493:LC|10480874:0492:LC|10480874:0096:LC|10480874:0024:LC|11096094:0493:LC
P10275	P21333	367	2316	AR	FLNA	12682292:0492:LC|11043577:0019:LC|12682292:0018:LC|12682292:0024:LC
P10275	P24385	367	595	AR	CCND1	10344732:0493:LC|10344732:0492:LC|15558026:0004:LC|10344732:0024:LC|10344732:0004:LC|15558026:0096:LC|10344732:0019:LC|15558026:0493:LC|15558026:0492:LC
P10275	P26367	367	5080	AR	PAX6	19790232:0018:LC|21935435:0096:LC|19790232:0004:LC|21935435:0055:LC|21935435:0004:LC
P10275	P28482	367	5594	AR	MAPK1	10318905:0096:LC|9725910:0493:LC|9725910:0492:LC|10318905:0492:LC|10318905:0493:LC
P10275	P31749	367	207	AR	AKT1	11404460:0045:LC|12621049:0019:LC|11404460:0492:LC|11156376:0493:LC|11404460:0096:LC|11404460:0423:LC|11404460:0493:LC|11404460:0019:LC|16210317:0492:LC|11404460:0004:LC|16210317:0493:LC|11156376:0492:LC
P10275	P32780	367	2965	AR	GTF2H1	10734072:0492:LC|11266437:0492:LC|10734072:0004:LC|10734072:0493:LC|11266437:0493:LC
P10275	P35222	367	1499	AR	CTNNB1	12944908:0492:LC|11916967:0004:LC|12944908:0096:LC|11916967:0492:LC|11792709:0096:LC|11916967:0018:LC|11916967:0493:LC|11792709:0018:LC|15256534:0018:LC|12799378:0096:LC|12588987:0006:LC|12799378:0018:LC|11916967:0024:LC|12799378:0493:LC|14593076:0018:LC|12944908:0493:LC|12799378:0492:LC|12588987:0096:LC|12799378:0004:LC|12588987:0018:LC|12588987:0493:LC|12588987:0492:LC|12944908:0018:LC|12944908:0004:LC
P10275	P38398	367	672	AR	BRCA1	11085509:0004:LC|11016951:0018:LC|11085509:0492:LC|11016951:0096:LC|11016951:0492:LC|11085509:0096:LC
P10275	P40763	367	6774	AR	STAT3	12804609:0004:LC|12804609:0493:LC|12804609:0492:LC|11751884:0096:LC|11751884:0492:LC|11751884:0024:LC|11751884:0493:LC
P10275	P41223	367	8896	AR	BUD31	25091737:0114:LC
P10275	P42574	367	836	AR	CASP3	9208847:0492:LC|9535906:0045:LC|9208847:0493:LC|9535906:0492:LC|8626669:0493:LC|8626669:0492:LC|9535906:0493:LC
P10275	P43364	367	4110	AR	MAGEA11	15684378:0096:LC|19828458:0018:LC|15684378:0428:LC|15684378:0004:LC|15684378:0018:LC|24722188:0018:LC
P10275	P49841	367	2932	AR	GSK3B	15178691:0096:LC|15178691:0493:LC|15178691:0492:LC|15361837:0493:LC|15178691:0004:LC|15361837:0492:LC
P10275	P50613	367	1022	AR	CDK7	10734072:0096:LC|10734072:0004:LC|21157430:0096:LC|10734072:0019:LC|10734072:0492:LC|21157430:0415:LC
P10275	P63165	367	7341	AR	SUMO1	21242980:0415:LC|21242980:0096:LC|21242980:0006:LC|12177000:0492:LC|12177000:0493:LC
P10275	P63279	367	7329	AR	UBE2I	10383460:0018:LC|8798622:0018:LC|10383460:0492:LC|10383460:0254:LC|19692572:0415:LC|8798622:0492:LC|10383460:0401:LC|10383460:0004:LC
P10275	P78317	367	6047	AR	RNF4	9710597:0018:LC|10617653:0493:LC|11719514:0492:LC|11719514:0493:LC|9710597:0004:LC|10617653:0018:LC|11719514:0018:LC|11719514:0004:LC|10617653:0096:LC|9710597:0492:LC|9710597:0493:LC|9710597:0096:LC|10617653:0492:LC
P10275	P82094	367	7110	AR	TMF1	10428808:0004:LC|10428808:0096:LC|10428808:0401:LC|10428808:0018:LC|10428808:0047:LC|12165860:0492:LC|12165860:0493:LC
P10275	Q00987	367	4193	AR	MDM2	12145204:0492:LC|12145204:0493:LC|12145204:0004:LC|12145204:0019:LC|12145204:0096:LC|21157430:0096:LC|21157430:0415:LC
P10275	Q12756	367	547	AR	KIF1A	15604093:0018:HT|24722188:0018:LC
P10275	Q13772	367	8031	AR	NCOA4	10347167:0401:LC|15563469:0114:LC|10517667:0019:LC|11818501:0018:LC|8643607:0019:LC|12612084:0018:LC|10347167:0686:LC|9636157:0018:LC|10517667:0018:LC|8643607:0018:LC|9892017:0096:LC|8643607:0047:LC|11404460:0018:LC|10318905:0018:LC|10517667:0096:LC|10347167:0019:LC|11818501:0096:LC|11779876:0018:LC|15604093:0018:HT|8643607:0096:LC|10347167:0018:LC|9892017:0018:LC|11779876:0686:LC
P10275	Q15466	367	8431	AR	NR0B2	11735420:0024:LC|11735420:0492:LC|18007036:0114:LC|11735420:0493:LC|11735420:0018:LC|11735420:0096:LC
P10275	Q15596	367	10499	AR	NCOA2	15563469:0114:LC|9717843:0492:LC|10935543:0018:LC|9717843:0018:LC|15563469:0018:LC|15563469:0493:LC|9717843:0493:LC|10454556:0404:LC|17591767:0114:LC|10454563:0004:LC|10454563:0018:LC|12588987:0006:LC|15563469:0492:LC|14593076:0018:LC|12588987:0492:LC|10454563:0045:LC|12588987:0018:LC|12588987:0493:LC
P10275	Q15788	367	8648	AR	NCOA1	12163482:0004:LC|10454563:0004:LC|12163482:0493:LC|10731636:0018:LC|17353003:0096:LC|12163482:0492:LC|12612084:0492:LC|23975195:0018:LC|12612084:0493:LC|10454563:0018:LC|10567563:0096:LC|15256534:0018:LC|10454563:0045:LC|17353003:0018:LC|10567563:0492:LC|10567563:0493:LC|10567563:0018:LC
P10275	Q86SX1	367		AR	Q86SX1	1525041:0096:LC|1525041:0492:LC|17353003:0018:LC
